file_paths,labels
../data/raw/Indian/I\638.jpg,I
../data/raw/Indian/8\926.jpg,8
../data/raw/Indian/P\952.jpg,P
../data/raw/Indian/X\848.jpg,X
../data/raw/Indian/N\274.jpg,N
../data/raw/Indian/1\1100.jpg,1
../data/raw/Indian/2\141.jpg,2
../data/raw/Indian/Y\616.jpg,Y
../data/raw/Indian/D\492.jpg,D
../data/raw/Indian/6\180.jpg,6
../data/raw/Indian/6\436.jpg,6
../data/raw/Indian/Q\908.jpg,Q
../data/raw/Indian/C\573.jpg,C
../data/raw/Indian/N\576.jpg,N
../data/raw/Indian/1\1123.jpg,1
../data/raw/Indian/Q\1130.jpg,Q
../data/raw/Indian/7\950.jpg,7
../data/raw/Indian/2\226.jpg,2
../data/raw/Indian/M\818.jpg,M
../data/raw/Indian/9\155.jpg,9
../data/raw/Indian/P\1104.jpg,P
../data/raw/Indian/B\1099.jpg,B
../data/raw/Indian/U\492.jpg,U
../data/raw/Indian/9\81.jpg,9
../data/raw/Indian/K\540.jpg,K
../data/raw/Indian/V\508.jpg,V
../data/raw/Indian/Z\365.jpg,Z
../data/raw/Indian/M\270.jpg,M
../data/raw/Indian/K\685.jpg,K
../data/raw/Indian/Z\269.jpg,Z
../data/raw/Indian/E\324.jpg,E
../data/raw/Indian/V\050.jpg,V
../data/raw/Indian/Q\335.jpg,Q
../data/raw/Indian/1\529.jpg,1
../data/raw/Indian/C\804.jpg,C
../data/raw/Indian/H\1017.jpg,H
../data/raw/Indian/I\678.jpg,I
../data/raw/Indian/V\099.jpg,V
../data/raw/Indian/F\950.jpg,F
../data/raw/Indian/S\1180.jpg,S
../data/raw/Indian/P\468.jpg,P
../data/raw/Indian/8\593.jpg,8
../data/raw/Indian/Z\610.jpg,Z
../data/raw/Indian/F\715.jpg,F
../data/raw/Indian/8\82.jpg,8
../data/raw/Indian/Y\927.jpg,Y
../data/raw/Indian/N\128.jpg,N
../data/raw/Indian/L\999.jpg,L
../data/raw/Indian/4\1104.jpg,4
../data/raw/Indian/R\1147.jpg,R
../data/raw/Indian/I\1049.jpg,I
../data/raw/Indian/6\1105.jpg,6
../data/raw/Indian/N\287.jpg,N
../data/raw/Indian/B\205.jpg,B
../data/raw/Indian/2\517.jpg,2
../data/raw/Indian/X\297.jpg,X
../data/raw/Indian/H\851.jpg,H
../data/raw/Indian/A\767.jpg,A
../data/raw/Indian/6\1150.jpg,6
../data/raw/Indian/3\339.jpg,3
../data/raw/Indian/9\742.jpg,9
../data/raw/Indian/J\212.jpg,J
../data/raw/Indian/B\585.jpg,B
../data/raw/Indian/X\277.jpg,X
../data/raw/Indian/4\46.jpg,4
../data/raw/Indian/I\1011.jpg,I
../data/raw/Indian/I\545.jpg,I
../data/raw/Indian/T\1025.jpg,T
../data/raw/Indian/9\967.jpg,9
../data/raw/Indian/8\915.jpg,8
../data/raw/Indian/I\142 copy.jpg,I
../data/raw/Indian/E\498.jpg,E
../data/raw/Indian/U\793.jpg,U
../data/raw/Indian/Z\1058.jpg,Z
../data/raw/Indian/W\20.jpg,W
../data/raw/Indian/I\173.jpg,I
../data/raw/Indian/H\114.jpg,H
../data/raw/Indian/C\192 copy.jpg,C
../data/raw/Indian/N\184.jpg,N
../data/raw/Indian/Z\724.jpg,Z
../data/raw/Indian/V\993.jpg,V
../data/raw/Indian/3\945.jpg,3
../data/raw/Indian/I\982.jpg,I
../data/raw/Indian/L\521.jpg,L
../data/raw/Indian/R\611.jpg,R
../data/raw/Indian/T\1085.jpg,T
../data/raw/Indian/V\218.jpg,V
../data/raw/Indian/E\524.jpg,E
../data/raw/Indian/W\193.jpg,W
../data/raw/Indian/P\953.jpg,P
../data/raw/Indian/D\688.jpg,D
../data/raw/Indian/Y\871.jpg,Y
../data/raw/Indian/8\1146.jpg,8
../data/raw/Indian/7\1136.jpg,7
../data/raw/Indian/7\301.jpg,7
../data/raw/Indian/D\1191.jpg,D
../data/raw/Indian/D\627.jpg,D
../data/raw/Indian/D\899.jpg,D
../data/raw/Indian/S\312.jpg,S
../data/raw/Indian/N\662.jpg,N
../data/raw/Indian/D\542.jpg,D
../data/raw/Indian/1\18.jpg,1
../data/raw/Indian/3\115.jpg,3
../data/raw/Indian/H\606.jpg,H
../data/raw/Indian/M\313.jpg,M
../data/raw/Indian/U\945.jpg,U
../data/raw/Indian/U\374.jpg,U
../data/raw/Indian/C\383.jpg,C
../data/raw/Indian/X\858.jpg,X
../data/raw/Indian/T\830.jpg,T
../data/raw/Indian/9\244.jpg,9
../data/raw/Indian/L\223.jpg,L
../data/raw/Indian/P\34.jpg,P
../data/raw/Indian/1\900.jpg,1
../data/raw/Indian/S\185.jpg,S
../data/raw/Indian/N\555.jpg,N
../data/raw/Indian/Z\679.jpg,Z
../data/raw/Indian/A\254.jpg,A
../data/raw/Indian/M\1118.jpg,M
../data/raw/Indian/H\964.jpg,H
../data/raw/Indian/5\1172.jpg,5
../data/raw/Indian/2\186.jpg,2
../data/raw/Indian/Q\51.jpg,Q
../data/raw/Indian/Q\586.jpg,Q
../data/raw/Indian/J\301.jpg,J
../data/raw/Indian/9\396.jpg,9
../data/raw/Indian/J\927.jpg,J
../data/raw/Indian/M\906.jpg,M
../data/raw/Indian/I\688.jpg,I
../data/raw/Indian/5\44.jpg,5
../data/raw/Indian/T\122.jpg,T
../data/raw/Indian/Y\371.jpg,Y
../data/raw/Indian/B\814.jpg,B
../data/raw/Indian/P\721.jpg,P
../data/raw/Indian/L\46.jpg,L
../data/raw/Indian/1\44.jpg,1
../data/raw/Indian/8\693.jpg,8
../data/raw/Indian/2\926.jpg,2
../data/raw/Indian/O\222.jpg,O
../data/raw/Indian/T\387.jpg,T
../data/raw/Indian/F\856.jpg,F
../data/raw/Indian/M\125.jpg,M
../data/raw/Indian/Q\1116.jpg,Q
../data/raw/Indian/O\574.jpg,O
../data/raw/Indian/U\31.jpg,U
../data/raw/Indian/H\943.jpg,H
../data/raw/Indian/P\160.jpg,P
../data/raw/Indian/8\1010.jpg,8
../data/raw/Indian/S\1121.jpg,S
../data/raw/Indian/U\1120.jpg,U
../data/raw/Indian/I\839.jpg,I
../data/raw/Indian/3\599.jpg,3
../data/raw/Indian/L\923.jpg,L
../data/raw/Indian/G\273.jpg,G
../data/raw/Indian/D\676.jpg,D
../data/raw/Indian/H\696.jpg,H
../data/raw/Indian/Z\413.jpg,Z
../data/raw/Indian/R\904.jpg,R
../data/raw/Indian/U\155.jpg,U
../data/raw/Indian/L\50.jpg,L
../data/raw/Indian/R\43.jpg,R
../data/raw/Indian/Q\228.jpg,Q
../data/raw/Indian/J\708.jpg,J
../data/raw/Indian/N\610.jpg,N
../data/raw/Indian/V\578.jpg,V
../data/raw/Indian/M\659.jpg,M
../data/raw/Indian/W\739.jpg,W
../data/raw/Indian/G\947.jpg,G
../data/raw/Indian/8\643.jpg,8
../data/raw/Indian/J\627.jpg,J
../data/raw/Indian/T\758.jpg,T
../data/raw/Indian/7\545.jpg,7
../data/raw/Indian/W\990.jpg,W
../data/raw/Indian/K\128.jpg,K
../data/raw/Indian/C\813.jpg,C
../data/raw/Indian/O\513.jpg,O
../data/raw/Indian/K\682.jpg,K
../data/raw/Indian/K\742.jpg,K
../data/raw/Indian/S\294.jpg,S
../data/raw/Indian/7\1070.jpg,7
../data/raw/Indian/M\918.jpg,M
../data/raw/Indian/Y\1066.jpg,Y
../data/raw/Indian/K\473.jpg,K
../data/raw/Indian/I\212.jpg,I
../data/raw/Indian/C\622.jpg,C
../data/raw/Indian/S\311.jpg,S
../data/raw/Indian/H\1040.jpg,H
../data/raw/Indian/A\858.jpg,A
../data/raw/Indian/M\1166.jpg,M
../data/raw/Indian/P\1002.jpg,P
../data/raw/Indian/L\467.jpg,L
../data/raw/Indian/O\781.jpg,O
../data/raw/Indian/E\319.jpg,E
../data/raw/Indian/A\1184.jpg,A
../data/raw/Indian/3\723.jpg,3
../data/raw/Indian/U\706.jpg,U
../data/raw/Indian/K\786.jpg,K
../data/raw/Indian/5\625.jpg,5
../data/raw/Indian/H\1029.jpg,H
../data/raw/Indian/V\548.jpg,V
../data/raw/Indian/1\247.jpg,1
../data/raw/Indian/8\793.jpg,8
../data/raw/Indian/R\354.jpg,R
../data/raw/Indian/M\338.jpg,M
../data/raw/Indian/Z\504.jpg,Z
../data/raw/Indian/I\612.jpg,I
../data/raw/Indian/Y\231.jpg,Y
../data/raw/Indian/W\176.jpg,W
../data/raw/Indian/T\176.jpg,T
../data/raw/Indian/4\608.jpg,4
../data/raw/Indian/U\1189.jpg,U
../data/raw/Indian/R\589.jpg,R
../data/raw/Indian/K\662.jpg,K
../data/raw/Indian/B\1172.jpg,B
../data/raw/Indian/R\373.jpg,R
../data/raw/Indian/2\388.jpg,2
../data/raw/Indian/D\618.jpg,D
../data/raw/Indian/5\921.jpg,5
../data/raw/Indian/4\28.jpg,4
../data/raw/Indian/B\7.jpg,B
../data/raw/Indian/U\1158.jpg,U
../data/raw/Indian/8\1071.jpg,8
../data/raw/Indian/2\351.jpg,2
../data/raw/Indian/D\1049.jpg,D
../data/raw/Indian/K\274.jpg,K
../data/raw/Indian/R\288.jpg,R
../data/raw/Indian/N\409.jpg,N
../data/raw/Indian/M\1011.jpg,M
../data/raw/Indian/G\776.jpg,G
../data/raw/Indian/1\904.jpg,1
../data/raw/Indian/F\934.jpg,F
../data/raw/Indian/Y\255.jpg,Y
../data/raw/Indian/3\1081.jpg,3
../data/raw/Indian/W\77.jpg,W
../data/raw/Indian/3\444.jpg,3
../data/raw/Indian/D\568.jpg,D
../data/raw/Indian/3\1148.jpg,3
../data/raw/Indian/W\0.jpg,W
../data/raw/Indian/6\708.jpg,6
../data/raw/Indian/G\823.jpg,G
../data/raw/Indian/I\913.jpg,I
../data/raw/Indian/A\642.jpg,A
../data/raw/Indian/D\317.jpg,D
../data/raw/Indian/B\908.jpg,B
../data/raw/Indian/8\941.jpg,8
../data/raw/Indian/U\588.jpg,U
../data/raw/Indian/1\563.jpg,1
../data/raw/Indian/F\420.jpg,F
../data/raw/Indian/Y\794.jpg,Y
../data/raw/Indian/W\197.jpg,W
../data/raw/Indian/L\115.jpg,L
../data/raw/Indian/4\978.jpg,4
../data/raw/Indian/W\408.jpg,W
../data/raw/Indian/3\838.jpg,3
../data/raw/Indian/O\492.jpg,O
../data/raw/Indian/G\318.jpg,G
../data/raw/Indian/I\219.jpg,I
../data/raw/Indian/B\635.jpg,B
../data/raw/Indian/5\814.jpg,5
../data/raw/Indian/P\460.jpg,P
../data/raw/Indian/Z\234.jpg,Z
../data/raw/Indian/C\338.jpg,C
../data/raw/Indian/Z\547.jpg,Z
../data/raw/Indian/Q\350.jpg,Q
../data/raw/Indian/4\1016.jpg,4
../data/raw/Indian/8\1142.jpg,8
../data/raw/Indian/W\755.jpg,W
../data/raw/Indian/7\752.jpg,7
../data/raw/Indian/X\321.jpg,X
../data/raw/Indian/T\314.jpg,T
../data/raw/Indian/9\288.jpg,9
../data/raw/Indian/V\1164.jpg,V
../data/raw/Indian/7\1121.jpg,7
../data/raw/Indian/Z\83.jpg,Z
../data/raw/Indian/V\675.jpg,V
../data/raw/Indian/G\384.jpg,G
../data/raw/Indian/5\544.jpg,5
../data/raw/Indian/E\338.jpg,E
../data/raw/Indian/V\056.jpg,V
../data/raw/Indian/G\577.jpg,G
../data/raw/Indian/5\796.jpg,5
../data/raw/Indian/W\38.jpg,W
../data/raw/Indian/N\579.jpg,N
../data/raw/Indian/2\1137.jpg,2
../data/raw/Indian/P\80.jpg,P
../data/raw/Indian/H\303.jpg,H
../data/raw/Indian/5\700.jpg,5
../data/raw/Indian/A\116.jpg,A
../data/raw/Indian/6\1011.jpg,6
../data/raw/Indian/C\299.jpg,C
../data/raw/Indian/U\41.jpg,U
../data/raw/Indian/I\584.jpg,I
../data/raw/Indian/M\796.jpg,M
../data/raw/Indian/J\825.jpg,J
../data/raw/Indian/4\583.jpg,4
../data/raw/Indian/9\298.jpg,9
../data/raw/Indian/T\1119.jpg,T
../data/raw/Indian/J\249.jpg,J
../data/raw/Indian/P\447.jpg,P
../data/raw/Indian/1\1020.jpg,1
../data/raw/Indian/J\213.jpg,J
../data/raw/Indian/B\273.jpg,B
../data/raw/Indian/6\1122.jpg,6
../data/raw/Indian/R\631.jpg,R
../data/raw/Indian/I\457.jpg,I
../data/raw/Indian/A\426.jpg,A
../data/raw/Indian/Q\708.jpg,Q
../data/raw/Indian/I\67.jpg,I
../data/raw/Indian/R\862.jpg,R
../data/raw/Indian/S\1103.jpg,S
../data/raw/Indian/X\209.jpg,X
../data/raw/Indian/D\819.jpg,D
../data/raw/Indian/Q\627.jpg,Q
../data/raw/Indian/5\307.jpg,5
../data/raw/Indian/B\987.jpg,B
../data/raw/Indian/H\400.jpg,H
../data/raw/Indian/Y\215.jpg,Y
../data/raw/Indian/K\83.jpg,K
../data/raw/Indian/O\1189.jpg,O
../data/raw/Indian/G\502.jpg,G
../data/raw/Indian/7\465.jpg,7
../data/raw/Indian/K\696.jpg,K
../data/raw/Indian/F\483.jpg,F
../data/raw/Indian/6\607.jpg,6
../data/raw/Indian/W\255.jpg,W
../data/raw/Indian/P\879.jpg,P
../data/raw/Indian/D\1117.jpg,D
../data/raw/Indian/M\661.jpg,M
../data/raw/Indian/W\874.jpg,W
../data/raw/Indian/B\426.jpg,B
../data/raw/Indian/P\191.jpg,P
../data/raw/Indian/A\379.jpg,A
../data/raw/Indian/F\595.jpg,F
../data/raw/Indian/T\583.jpg,T
../data/raw/Indian/U\396.jpg,U
../data/raw/Indian/B\693.jpg,B
../data/raw/Indian/7\1052.jpg,7
../data/raw/Indian/B\339.jpg,B
../data/raw/Indian/F\61.jpg,F
../data/raw/Indian/2\375.jpg,2
../data/raw/Indian/H\702.jpg,H
../data/raw/Indian/Y\680.jpg,Y
../data/raw/Indian/L\169.jpg,L
../data/raw/Indian/5\1178.jpg,5
../data/raw/Indian/8\826.jpg,8
../data/raw/Indian/3\928.jpg,3
../data/raw/Indian/R\241.jpg,R
../data/raw/Indian/1\596.jpg,1
../data/raw/Indian/D\913.jpg,D
../data/raw/Indian/7\489.jpg,7
../data/raw/Indian/T\112.jpg,T
../data/raw/Indian/1\30.jpg,1
../data/raw/Indian/V\409.jpg,V
../data/raw/Indian/G\2.jpg,G
../data/raw/Indian/F\22.jpg,F
../data/raw/Indian/1\333.jpg,1
../data/raw/Indian/8\414.jpg,8
../data/raw/Indian/V\301.jpg,V
../data/raw/Indian/Q\457.jpg,Q
../data/raw/Indian/I\1004.jpg,I
../data/raw/Indian/Q\343.jpg,Q
../data/raw/Indian/O\1035.jpg,O
../data/raw/Indian/2\893.jpg,2
../data/raw/Indian/E\816.jpg,E
../data/raw/Indian/E\1142.jpg,E
../data/raw/Indian/5\1023.jpg,5
../data/raw/Indian/Q\351.jpg,Q
../data/raw/Indian/8\264.jpg,8
../data/raw/Indian/Q\912.jpg,Q
../data/raw/Indian/S\437.jpg,S
../data/raw/Indian/G\175.jpg,G
../data/raw/Indian/I\1159.jpg,I
../data/raw/Indian/4\232.jpg,4
../data/raw/Indian/2\596.jpg,2
../data/raw/Indian/N\698.jpg,N
../data/raw/Indian/6\422.jpg,6
../data/raw/Indian/B\402.jpg,B
../data/raw/Indian/6\14.jpg,6
../data/raw/Indian/I\137 copy.jpg,I
../data/raw/Indian/E\906.jpg,E
../data/raw/Indian/1\221.jpg,1
../data/raw/Indian/1\1166.jpg,1
../data/raw/Indian/1\863.jpg,1
../data/raw/Indian/F\585.jpg,F
../data/raw/Indian/L\300.jpg,L
../data/raw/Indian/5\353.jpg,5
../data/raw/Indian/E\650.jpg,E
../data/raw/Indian/P\1117.jpg,P
../data/raw/Indian/8\229.jpg,8
../data/raw/Indian/O\1198.jpg,O
../data/raw/Indian/T\171.jpg,T
../data/raw/Indian/8\478.jpg,8
../data/raw/Indian/T\703.jpg,T
../data/raw/Indian/I\1069.jpg,I
../data/raw/Indian/I\87.jpg,I
../data/raw/Indian/R\405.jpg,R
../data/raw/Indian/U\655.jpg,U
../data/raw/Indian/N\967.jpg,N
../data/raw/Indian/9\408.jpg,9
../data/raw/Indian/G\379.jpg,G
../data/raw/Indian/Z\210.jpg,Z
../data/raw/Indian/F\1107.jpg,F
../data/raw/Indian/R\169.jpg,R
../data/raw/Indian/5\767.jpg,5
../data/raw/Indian/C\696.jpg,C
../data/raw/Indian/O\178 copy.jpg,O
../data/raw/Indian/6\342.jpg,6
../data/raw/Indian/D\1028.jpg,D
../data/raw/Indian/5\181.jpg,5
../data/raw/Indian/P\742.jpg,P
../data/raw/Indian/6\822.jpg,6
../data/raw/Indian/6\542.jpg,6
../data/raw/Indian/7\472.jpg,7
../data/raw/Indian/K\18.jpg,K
../data/raw/Indian/L\1198.jpg,L
../data/raw/Indian/Z\231.jpg,Z
../data/raw/Indian/B\228.jpg,B
../data/raw/Indian/B\1021.jpg,B
../data/raw/Indian/1\792.jpg,1
../data/raw/Indian/8\368.jpg,8
../data/raw/Indian/L\430.jpg,L
../data/raw/Indian/5\397.jpg,5
../data/raw/Indian/4\454.jpg,4
../data/raw/Indian/Z\1172.jpg,Z
../data/raw/Indian/J\384.jpg,J
../data/raw/Indian/P\1157.jpg,P
../data/raw/Indian/M\271.jpg,M
../data/raw/Indian/E\306.jpg,E
../data/raw/Indian/P\430.jpg,P
../data/raw/Indian/D\912.jpg,D
../data/raw/Indian/4\1091.jpg,4
../data/raw/Indian/4\429.jpg,4
../data/raw/Indian/V\797.jpg,V
../data/raw/Indian/O\92.jpg,O
../data/raw/Indian/K\286.jpg,K
../data/raw/Indian/T\661.jpg,T
../data/raw/Indian/I\657.jpg,I
../data/raw/Indian/R\138.jpg,R
../data/raw/Indian/O\312.jpg,O
../data/raw/Indian/N\38.jpg,N
../data/raw/Indian/8\872.jpg,8
../data/raw/Indian/A\287.jpg,A
../data/raw/Indian/8\202.jpg,8
../data/raw/Indian/A\829.jpg,A
../data/raw/Indian/B\688.jpg,B
../data/raw/Indian/7\189.jpg,7
../data/raw/Indian/G\688.jpg,G
../data/raw/Indian/H\1104.jpg,H
../data/raw/Indian/N\1156.jpg,N
../data/raw/Indian/X\1000.jpg,X
../data/raw/Indian/L\61.jpg,L
../data/raw/Indian/O\1165.jpg,O
../data/raw/Indian/E\1180.jpg,E
../data/raw/Indian/6\687.jpg,6
../data/raw/Indian/W\116.jpg,W
../data/raw/Indian/H\214.jpg,H
../data/raw/Indian/F\490.jpg,F
../data/raw/Indian/5\285.jpg,5
../data/raw/Indian/T\693.jpg,T
../data/raw/Indian/G\970.jpg,G
../data/raw/Indian/T\268.jpg,T
../data/raw/Indian/I\752.jpg,I
../data/raw/Indian/Z\134.jpg,Z
../data/raw/Indian/X\994.jpg,X
../data/raw/Indian/Z\167.jpg,Z
../data/raw/Indian/H\247.jpg,H
../data/raw/Indian/K\444.jpg,K
../data/raw/Indian/7\437.jpg,7
../data/raw/Indian/L\142.jpg,L
../data/raw/Indian/D\250.jpg,D
../data/raw/Indian/6\584.jpg,6
../data/raw/Indian/H\963.jpg,H
../data/raw/Indian/E\28.jpg,E
../data/raw/Indian/6\299.jpg,6
../data/raw/Indian/R\667.jpg,R
../data/raw/Indian/5\849.jpg,5
../data/raw/Indian/5\932.jpg,5
../data/raw/Indian/2\703.jpg,2
../data/raw/Indian/G\889.jpg,G
../data/raw/Indian/Y\68.jpg,Y
../data/raw/Indian/D\1077.jpg,D
../data/raw/Indian/8\702.jpg,8
../data/raw/Indian/3\835.jpg,3
../data/raw/Indian/3\1018.jpg,3
../data/raw/Indian/C\764.jpg,C
../data/raw/Indian/F\468.jpg,F
../data/raw/Indian/Y\1035.jpg,Y
../data/raw/Indian/6\472.jpg,6
../data/raw/Indian/B\383.jpg,B
../data/raw/Indian/2\84.jpg,2
../data/raw/Indian/7\1199.jpg,7
../data/raw/Indian/Q\7.jpg,Q
../data/raw/Indian/B\99.jpg,B
../data/raw/Indian/2\620.jpg,2
../data/raw/Indian/7\34.jpg,7
../data/raw/Indian/K\1100.jpg,K
../data/raw/Indian/I\1178.jpg,I
../data/raw/Indian/9\144.jpg,9
../data/raw/Indian/D\235.jpg,D
../data/raw/Indian/T\376.jpg,T
../data/raw/Indian/O\274.jpg,O
../data/raw/Indian/V\623.jpg,V
../data/raw/Indian/G\547.jpg,G
../data/raw/Indian/S\582.jpg,S
../data/raw/Indian/Y\686.jpg,Y
../data/raw/Indian/U\62.jpg,U
../data/raw/Indian/6\558.jpg,6
../data/raw/Indian/T\213.jpg,T
../data/raw/Indian/O\806.jpg,O
../data/raw/Indian/N\1118.jpg,N
../data/raw/Indian/X\1164.jpg,X
../data/raw/Indian/C\155.jpg,C
../data/raw/Indian/K\688.jpg,K
../data/raw/Indian/D\1033.jpg,D
../data/raw/Indian/V\048.jpg,V
../data/raw/Indian/K\1019.jpg,K
../data/raw/Indian/K\787.jpg,K
../data/raw/Indian/5\1187.jpg,5
../data/raw/Indian/8\108.jpg,8
../data/raw/Indian/B\431.jpg,B
../data/raw/Indian/L\38.jpg,L
../data/raw/Indian/1\313.jpg,1
../data/raw/Indian/V\88.jpg,V
../data/raw/Indian/F\23.jpg,F
../data/raw/Indian/W\41.jpg,W
../data/raw/Indian/2\94.jpg,2
../data/raw/Indian/J\654.jpg,J
../data/raw/Indian/F\763.jpg,F
../data/raw/Indian/A\850.jpg,A
../data/raw/Indian/1\438.jpg,1
../data/raw/Indian/H\157.jpg,H
../data/raw/Indian/P\898.jpg,P
../data/raw/Indian/M\869.jpg,M
../data/raw/Indian/C\119.jpg,C
../data/raw/Indian/X\552.jpg,X
../data/raw/Indian/T\749.jpg,T
../data/raw/Indian/Q\179.jpg,Q
../data/raw/Indian/H\1044.jpg,H
../data/raw/Indian/W\443.jpg,W
../data/raw/Indian/Q\224.jpg,Q
../data/raw/Indian/K\1012.jpg,K
../data/raw/Indian/2\327.jpg,2
../data/raw/Indian/Q\1159.jpg,Q
../data/raw/Indian/H\410.jpg,H
../data/raw/Indian/B\1114.jpg,B
../data/raw/Indian/X\883.jpg,X
../data/raw/Indian/V\324.jpg,V
../data/raw/Indian/N\313.jpg,N
../data/raw/Indian/S\604.jpg,S
../data/raw/Indian/2\124.jpg,2
../data/raw/Indian/G\615.jpg,G
../data/raw/Indian/T\709.jpg,T
../data/raw/Indian/1\755.jpg,1
../data/raw/Indian/F\1062.jpg,F
../data/raw/Indian/W\99.jpg,W
../data/raw/Indian/M\369.jpg,M
../data/raw/Indian/P\1164.jpg,P
../data/raw/Indian/6\282.jpg,6
../data/raw/Indian/U\1036.jpg,U
../data/raw/Indian/E\623.jpg,E
../data/raw/Indian/K\258.jpg,K
../data/raw/Indian/O\1099.jpg,O
../data/raw/Indian/X\320.jpg,X
../data/raw/Indian/T\1131.jpg,T
../data/raw/Indian/4\850.jpg,4
../data/raw/Indian/R\676.jpg,R
../data/raw/Indian/4\841.jpg,4
../data/raw/Indian/N\129.jpg,N
../data/raw/Indian/Z\23.jpg,Z
../data/raw/Indian/5\16.jpg,5
../data/raw/Indian/9\665.jpg,9
../data/raw/Indian/E\193.jpg,E
../data/raw/Indian/B\280.jpg,B
../data/raw/Indian/W\298.jpg,W
../data/raw/Indian/H\909.jpg,H
../data/raw/Indian/Z\870.jpg,Z
../data/raw/Indian/4\581.jpg,4
../data/raw/Indian/U\245.jpg,U
../data/raw/Indian/D\903.jpg,D
../data/raw/Indian/L\379.jpg,L
../data/raw/Indian/V\295.jpg,V
../data/raw/Indian/M\62.jpg,M
../data/raw/Indian/T\237.jpg,T
../data/raw/Indian/K\712.jpg,K
../data/raw/Indian/6\722.jpg,6
../data/raw/Indian/I\424.jpg,I
../data/raw/Indian/K\1043.jpg,K
../data/raw/Indian/C\231 copy.jpg,C
../data/raw/Indian/P\395.jpg,P
../data/raw/Indian/S\956.jpg,S
../data/raw/Indian/5\839.jpg,5
../data/raw/Indian/2\451.jpg,2
../data/raw/Indian/X\303.jpg,X
../data/raw/Indian/3\382.jpg,3
../data/raw/Indian/Y\1148.jpg,Y
../data/raw/Indian/F\39.jpg,F
../data/raw/Indian/T\820.jpg,T
../data/raw/Indian/5\65.jpg,5
../data/raw/Indian/K\765.jpg,K
../data/raw/Indian/6\220.jpg,6
../data/raw/Indian/D\599.jpg,D
../data/raw/Indian/P\262.jpg,P
../data/raw/Indian/L\632.jpg,L
../data/raw/Indian/8\986.jpg,8
../data/raw/Indian/A\40.jpg,A
../data/raw/Indian/L\911.jpg,L
../data/raw/Indian/E\104.jpg,E
../data/raw/Indian/I\935.jpg,I
../data/raw/Indian/5\657.jpg,5
../data/raw/Indian/P\592.jpg,P
../data/raw/Indian/6\1041.jpg,6
../data/raw/Indian/K\69.jpg,K
../data/raw/Indian/H\27.jpg,H
../data/raw/Indian/J\1107.jpg,J
../data/raw/Indian/X\322.jpg,X
../data/raw/Indian/D\252.jpg,D
../data/raw/Indian/P\595.jpg,P
../data/raw/Indian/1\214.jpg,1
../data/raw/Indian/8\814.jpg,8
../data/raw/Indian/I\1162.jpg,I
../data/raw/Indian/7\997.jpg,7
../data/raw/Indian/H\65.jpg,H
../data/raw/Indian/G\1093.jpg,G
../data/raw/Indian/J\692.jpg,J
../data/raw/Indian/2\519.jpg,2
../data/raw/Indian/L\829.jpg,L
../data/raw/Indian/4\493.jpg,4
../data/raw/Indian/C\142 copy.jpg,C
../data/raw/Indian/X\1053.jpg,X
../data/raw/Indian/E\551.jpg,E
../data/raw/Indian/3\364.jpg,3
../data/raw/Indian/H\393.jpg,H
../data/raw/Indian/6\1039.jpg,6
../data/raw/Indian/M\620.jpg,M
../data/raw/Indian/3\1162.jpg,3
../data/raw/Indian/7\101.jpg,7
../data/raw/Indian/C\185.jpg,C
../data/raw/Indian/O\447.jpg,O
../data/raw/Indian/W\896.jpg,W
../data/raw/Indian/R\689.jpg,R
../data/raw/Indian/4\1185.jpg,4
../data/raw/Indian/G\73.jpg,G
../data/raw/Indian/7\928.jpg,7
../data/raw/Indian/P\856.jpg,P
../data/raw/Indian/W\1139.jpg,W
../data/raw/Indian/Q\726.jpg,Q
../data/raw/Indian/I\1117.jpg,I
../data/raw/Indian/F\343.jpg,F
../data/raw/Indian/Y\982.jpg,Y
../data/raw/Indian/G\916.jpg,G
../data/raw/Indian/A\1179.jpg,A
../data/raw/Indian/W\1010.jpg,W
../data/raw/Indian/G\1110.jpg,G
../data/raw/Indian/S\149.jpg,S
../data/raw/Indian/9\903.jpg,9
../data/raw/Indian/Y\284.jpg,Y
../data/raw/Indian/7\623.jpg,7
../data/raw/Indian/S\563.jpg,S
../data/raw/Indian/8\562.jpg,8
../data/raw/Indian/I\321.jpg,I
../data/raw/Indian/4\805.jpg,4
../data/raw/Indian/8\1189.jpg,8
../data/raw/Indian/X\1142.jpg,X
../data/raw/Indian/K\307.jpg,K
../data/raw/Indian/X\1026.jpg,X
../data/raw/Indian/P\1029.jpg,P
../data/raw/Indian/J\262.jpg,J
../data/raw/Indian/I\815.jpg,I
../data/raw/Indian/J\1073.jpg,J
../data/raw/Indian/M\1019.jpg,M
../data/raw/Indian/M\19.jpg,M
../data/raw/Indian/L\478.jpg,L
../data/raw/Indian/A\1165.jpg,A
../data/raw/Indian/N\383.jpg,N
../data/raw/Indian/M\958.jpg,M
../data/raw/Indian/4\994.jpg,4
../data/raw/Indian/8\132.jpg,8
../data/raw/Indian/I\137.jpg,I
../data/raw/Indian/R\383.jpg,R
../data/raw/Indian/J\1150.jpg,J
../data/raw/Indian/I\243.jpg,I
../data/raw/Indian/F\821.jpg,F
../data/raw/Indian/H\977.jpg,H
../data/raw/Indian/F\1142.jpg,F
../data/raw/Indian/X\20.jpg,X
../data/raw/Indian/5\918.jpg,5
../data/raw/Indian/N\588.jpg,N
